time_s,dc_voltage,estimated_ac,current,temperature,power,fault_label
2272.0,15.43,11.896,0.72,51.9,11.11,OVERLOAD
2274.0,15.44,12.009,0.69,53.3,10.654,OVERLOAD_OVERTEMP
2276.0,15.6,11.987,0.67,51.9,10.452,OVERLOAD_OVERTEMP
2278.0,14.95,11.639,0.71,51.5,10.614,OVERLOAD
2280.0,14.93,11.574,0.75,51.2,11.197,OVERLOAD
2282.0,15.57,11.854,0.69,52.8,10.743,OVERLOAD
2284.0,15.8,12.128,0.7,51.4,11.06,OVERLOAD_OVERTEMP
2286.0,15.58,11.982,0.68,51.3,10.594,OVERLOAD_OVERTEMP
2288.0,14.89,11.616,0.75,51.5,11.168,OVERLOAD
2290.0,15.37,11.953,0.67,52.0,10.298,OVERLOAD_OVERTEMP
2292.0,15.23,11.869,0.73,53.0,11.118,OVERTEMP
2294.0,15.14,11.72,0.67,51.4,10.144,OVERLOAD
2296.0,15.49,11.964,0.64,52.0,9.914,OVERLOAD_OVERTEMP
2298.0,15.2,11.894,0.73,52.4,11.096,OVERLOAD
2300.0,15.23,11.915,0.72,53.5,10.966,OVERLOAD
2302.0,14.92,11.598,0.69,51.7,10.295,OVERLOAD_OVERTEMP
2304.0,15.54,11.738,0.68,52.1,10.567,OVERVOLTAGE
2306.0,15.047,11.595,0.69,52.1,10.382,OVERLOAD_OVERTEMP
2308.0,15.69,12.073,0.63,52.0,9.885,OVERLOAD_OVERTEMP
2310.0,15.14,11.788,0.75,51.2,11.355,OVERLOAD
2312.0,15.42,11.808,0.73,51.4,11.257,OVERLOAD_OVERTEMP
2314.0,15.68,12.014,0.71,50.6,11.133,OVERLOAD
2316.0,15.43,11.556,0.72,51.4,11.11,OVERLOAD
2318.0,15.48,11.6,0.67,50.1,10.372,OVERLOAD
2320.0,15.58,12.175,0.7,51.8,10.906,OVERLOAD
2322.0,15.52,11.962,0.74,50.7,11.485,OVERLOAD_OVERTEMP
2324.0,14.74,11.486,0.69,51.8,10.171,OVERLOAD
2326.0,15.32,12.079,0.72,52.7,11.03,OVERLOAD_OVERTEMP
2328.0,15.19,11.639,0.68,52.2,10.329,OVERLOAD
2330.0,15.81,12.114,0.69,51.5,10.909,OVERLOAD_OVERTEMP
2332.0,15.55,12.187,0.7,51.4,10.885,OVERLOAD_OVERTEMP
2334.0,15.01,11.416,0.7,52.6,10.507,OVERLOAD
2336.0,15.47,11.816,0.67,52.8,10.365,OVERLOAD
2338.0,15.54,12.01,0.73,52.8,11.344,OVERLOAD_OVERTEMP
2340.0,15.22,11.672,0.68,53.4,10.35,OVERLOAD_OVERTEMP
2342.0,14.94,11.446,0.72,51.3,10.757,OVERLOAD
2344.0,14.8,11.485,0.69,51.9,10.212,OVERLOAD_OVERTEMP
2346.0,15.63,12.02,0.71,51.8,11.097,OVERLOAD_OVERTEMP
2348.0,15.48,11.882,0.73,52.1,11.3,OVERLOAD
2350.0,14.96,11.637,0.66,52.6,9.874,OVERLOAD_OVERTEMP
2352.0,15.5,11.894,0.7,53.3,10.85,OVERLOAD_OVERTEMP
2354.0,15.63,12.115,0.7,51.4,10.941,OVERLOAD_OVERTEMP
2356.0,15.44,11.905,0.71,52.1,10.962,OVERLOAD
2358.0,16.12,12.404,0.73,52.7,11.768,OVERLOAD
2360.0,15.65,12.021,0.71,52.0,11.111,OVERLOAD_OVERTEMP
2362.0,15.27,11.732,0.62,52.2,9.467,OVERLOAD_OVERTEMP
2364.0,15.85,12.193,0.7,50.9,11.095,OVERLOAD_OVERTEMP
2366.0,14.94,11.667,0.71,52.3,10.607,OVERLOAD
2368.0,15.03,11.701,0.7,50.7,10.521,OVERLOAD
2370.0,15.48,11.987,0.71,52.0,10.991,OVERLOAD_OVERTEMP
2372.0,15.85,12.067,0.69,52.1,10.936,OVERLOAD
2374.0,15.0,11.569,0.7,53.0,10.5,OVERLOAD
2376.0,15.22,11.789,0.69,51.5,10.502,OVERLOAD
2378.0,14.78,11.525,0.73,51.4,10.789,OVERLOAD_OVERTEMP
2380.0,14.86,11.543,0.72,52.6,10.699,OVERLOAD
2382.0,14.96,11.541,0.71,50.9,10.622,SENSOR_FAULT
2384.0,15.65,11.94,0.72,52.0,11.268,OVERLOAD_OVERTEMP
2386.0,15.52,12.06,0.7,49.8,10.864,OVERLOAD
2388.0,15.29,11.428,0.73,51.0,11.162,OVERLOAD_OVERTEMP
2390.0,15.4,11.765,0.71,50.4,10.934,OVERLOAD
2392.0,16.25,12.401,0.69,52.7,11.212,OVERLOAD
2394.0,14.58,11.256,0.7,51.8,10.206,OVERLOAD
2396.0,15.26,11.633,0.71,51.9,10.835,OVERLOAD
2398.0,15.47,12.019,0.65,50.1,10.056,OVERLOAD
2400.0,15.47,11.846,0.7,50.3,10.829,OVERLOAD
2402.0,15.21,11.823,0.66,50.6,10.039,OVERLOAD
2404.0,15.79,11.924,0.69,51.6,10.895,OVERLOAD
2406.0,15.53,11.943,0.68,50.9,10.56,OVERLOAD
2408.0,15.75,12.095,0.68,50.9,10.71,OVERLOAD
2410.0,15.25,11.773,0.7,49.4,10.675,OVERLOAD
2412.0,15.28,11.89,0.71,50.0,10.849,OVERLOAD
2414.0,15.62,11.894,0.67,50.5,10.465,OVERLOAD
2416.0,15.5,11.963,0.72,47.8,11.16,OVERLOAD
2418.0,15.14,11.621,0.68,50.6,10.295,OVERLOAD
2420.0,15.02,11.596,0.7,49.9,10.514,OVERLOAD
2422.0,15.7,12.029,0.71,47.2,11.147,OVERLOAD
2424.0,15.11,11.974,0.71,46.7,10.728,OVERLOAD
2426.0,15.48,12.218,0.7,50.0,10.836,BORDERLINE_OVERLOAD
2428.0,15.6,12.006,0.72,48.9,11.232,OVERLOAD
2430.0,15.14,11.539,0.68,48.1,10.295,OVERLOAD
2432.0,15.27,11.785,0.66,48.8,10.078,OVERLOAD
2434.0,15.35,12.007,0.69,51.3,10.591,OVERLOAD
2436.0,14.87,11.39,0.71,48.0,10.558,OVERLOAD
2438.0,14.84,11.596,0.71,47.9,10.536,OVERLOAD
2440.0,15.64,12.108,0.74,47.7,11.574,OVERLOAD
2442.0,15.52,12.159,0.69,47.7,10.709,OVERLOAD
2444.0,15.38,11.722,0.72,47.6,11.074,OVERLOAD
2446.0,15.1,11.668,0.7,47.4,10.57,OVERLOAD
2448.0,14.72,11.469,0.67,48.9,9.862,OVERLOAD
2450.0,15.17,11.675,0.67,47.4,10.164,OVERLOAD
2452.0,15.52,11.828,0.72,47.8,11.174,OVERLOAD
2454.0,15.39,12.031,0.68,47.8,10.465,OVERLOAD
2456.0,15.58,12.034,0.7,47.1,10.906,OVERLOAD
2458.0,15.67,12.228,0.69,49.3,10.812,OVERLOAD
2460.0,15.87,12.386,0.71,48.7,11.268,OVERLOAD
2462.0,15.45,11.945,0.69,47.7,10.66,OVERLOAD
2464.0,14.86,11.247,0.7,49.1,10.402,OVERLOAD
2466.0,15.83,12.252,0.73,47.7,11.556,OVERLOAD
2468.0,15.3,11.645,0.73,49.0,11.169,OVERLOAD
2470.0,15.5,11.865,0.69,48.2,10.695,OVERLOAD
2472.0,15.9,12.072,0.73,47.4,11.607,OVERLOAD
2474.0,15.17,11.865,0.71,48.3,10.771,OVERLOAD
2476.0,15.57,11.835,0.73,48.3,11.366,OVERLOAD
2478.0,15.23,11.82,0.73,48.0,11.118,OVERLOAD
2480.0,15.19,11.769,0.67,47.9,10.177,OVERLOAD
2482.0,15.07,11.778,0.69,47.2,10.398,OVERLOAD
2484.0,15.2,11.73,0.74,49.4,11.248,OVERLOAD
2486.0,14.95,11.404,0.65,46.8,9.717,OVERLOAD
2488.0,15.77,11.873,0.7,48.4,11.039,OVERLOAD
2490.0,14.89,11.504,0.72,48.3,10.721,OVERLOAD
2492.0,15.49,11.953,0.467,47.8,7.238,OVERLOAD
2494.0,15.37,11.941,0.76,46.2,11.681,OVERLOAD
2496.0,15.26,11.776,0.71,47.5,10.835,OVERLOAD
2498.0,15.54,11.879,0.78,48.7,12.121,OVERLOAD
2500.0,15.15,11.666,0.69,46.5,10.454,OVERLOAD
2502.0,15.55,12.046,0.67,48.9,10.419,OVERLOAD
2504.0,15.05,11.719,0.7,49.4,10.535,OVERLOAD
2506.0,15.3,11.75,0.69,48.1,10.557,OVERLOAD
2508.0,14.58,11.346,0.75,48.1,10.935,OVERLOAD
2510.0,15.28,11.608,0.68,47.9,10.39,OVERLOAD
2512.0,16.08,12.308,0.67,47.1,10.774,OVERLOAD
2514.0,15.74,12.274,0.7,46.9,11.018,OVERLOAD
2516.0,15.55,12.274,0.71,48.6,11.04,OVERLOAD
2518.0,16.05,12.388,0.68,49.4,10.914,OVERLOAD
2520.0,15.47,11.834,0.66,47.9,10.21,OVERLOAD
2522.0,15.59,12.013,0.73,46.2,11.381,OVERLOAD
2524.0,15.69,12.129,0.7,48.6,10.983,OVERLOAD
2526.0,15.42,11.762,0.69,47.0,10.64,OVERLOAD
2528.0,15.54,11.929,0.7,47.9,10.878,OVERLOAD
2530.0,15.19,11.575,0.73,47.7,11.089,OVERLOAD
2532.0,15.56,12.187,0.69,48.0,10.736,OVERLOAD
2534.0,15.29,11.777,0.71,47.0,10.856,OVERLOAD
2536.0,15.51,11.971,0.66,48.2,10.237,OVERLOAD
2538.0,17.743,13.738,0.73,48.3,12.952,OVERLOAD
2540.0,14.96,11.446,0.7,48.1,10.472,OVERLOAD
2542.0,15.63,12.105,0.76,48.0,11.879,OVERLOAD
2544.0,15.33,11.748,0.68,46.4,10.424,OVERLOAD
2546.0,14.82,11.431,0.74,47.9,10.967,OVERLOAD
2548.0,15.61,12.038,0.67,47.3,10.459,OVERLOAD
2550.0,15.65,12.067,0.71,48.2,11.111,OVERLOAD
2552.0,15.44,11.915,0.71,47.1,10.962,OVERLOAD
2554.0,14.93,11.842,0.7,47.6,10.451,OVERLOAD
2556.0,15.29,11.865,0.66,47.9,10.091,OVERLOAD
2558.0,15.88,12.32,0.68,46.6,10.798,OVERLOAD
2560.0,14.82,11.463,0.69,47.8,10.226,OVERLOAD
2562.0,15.54,11.978,0.68,47.8,10.567,OVERLOAD
2564.0,15.35,11.946,0.7,48.4,10.745,OVERLOAD
2566.0,15.44,11.915,0.71,46.6,10.962,OVERLOAD
2568.0,15.47,11.852,0.72,47.4,11.138,OVERLOAD
2570.0,15.1,11.621,0.71,48.9,10.721,OVERLOAD
2572.0,15.61,12.004,0.7,47.9,10.927,OVERLOAD
2574.0,15.56,11.892,0.71,50.0,11.048,OVERLOAD
2576.0,15.48,11.936,0.69,47.2,10.681,OVERLOAD
2578.0,15.35,11.712,0.78,47.8,11.973,OVERLOAD
2580.0,15.39,11.876,0.65,47.9,10.004,OVERLOAD
2582.0,15.57,11.983,0.73,47.6,11.366,OVERLOAD
2584.0,15.04,11.479,0.67,48.3,10.077,OVERLOAD
2586.0,15.16,11.922,0.67,48.5,10.157,OVERLOAD
2588.0,14.85,11.494,0.65,47.9,9.652,OVERLOAD
2590.0,15.38,11.911,0.69,47.8,10.612,OVERLOAD
2592.0,15.66,12.091,0.65,47.7,10.179,OVERLOAD
2594.0,14.98,11.579,0.75,47.5,11.235,OVERLOAD
2596.0,15.49,11.894,0.68,46.4,10.533,OVERLOAD
2598.0,15.65,12.17,0.69,47.3,10.798,OVERLOAD
2600.0,15.19,11.823,0.69,48.1,10.481,OVERLOAD
2602.0,16.12,12.328,0.72,49.0,11.606,OVERLOAD
2604.0,14.95,11.438,0.7,48.1,10.465,OVERLOAD
2606.0,15.24,11.827,0.71,48.3,10.82,OVERLOAD
2608.0,15.4,11.739,0.69,47.6,10.626,OVERLOAD
2610.0,15.91,12.128,0.7,47.8,11.137,OVERLOAD
2612.0,16.31,12.577,0.67,47.6,10.928,OVERLOAD
2614.0,15.51,12.02,0.73,49.6,11.322,OVERLOAD
2616.0,14.94,11.795,0.69,48.3,10.309,OVERLOAD
2618.0,14.82,11.567,0.73,48.2,10.819,OVERLOAD
2620.0,15.26,11.859,0.68,48.6,10.377,OVERLOAD
2622.0,15.63,11.856,0.7,47.5,10.941,OVERLOAD
2624.0,15.58,11.944,0.71,47.2,11.062,OVERLOAD
2626.0,15.14,11.565,0.66,47.3,9.992,OVERLOAD
2628.0,15.16,11.948,0.68,46.6,10.309,OVERLOAD
2630.0,15.73,12.165,0.68,48.2,10.696,OVERLOAD
2632.0,15.71,12.034,0.68,48.9,10.683,OVERLOAD
2634.0,14.84,11.782,0.72,49.1,10.685,OVERLOAD
2636.0,14.89,11.611,0.72,47.6,10.721,OVERLOAD
2638.0,14.79,11.459,0.67,47.3,9.909,OVERLOAD
2640.0,15.08,11.725,0.72,48.9,10.858,OVERLOAD
2642.0,15.86,12.373,0.71,46.9,11.261,OVERLOAD
2644.0,15.09,11.715,0.72,49.4,10.865,OVERLOAD
2646.0,14.78,11.423,0.68,49.1,10.05,OVERLOAD
2648.0,15.33,11.865,0.72,48.6,11.038,OVERLOAD
2650.0,15.23,11.826,0.69,48.7,10.509,OVERLOAD
2652.0,15.21,11.647,0.73,47.9,11.103,OVERLOAD
2654.0,15.04,11.77,0.67,47.8,10.077,OVERLOAD
2656.0,15.02,11.582,0.7,47.4,10.514,OVERLOAD
2658.0,14.78,11.505,0.69,47.8,10.198,OVERLOAD
2660.0,15.38,11.892,0.67,48.9,10.305,OVERLOAD
2662.0,15.37,11.886,0.7,47.6,10.759,OVERLOAD
2664.0,15.46,11.893,0.65,47.5,10.049,OVERLOAD
2666.0,15.39,11.815,0.73,47.3,11.235,OVERLOAD
2668.0,15.12,11.773,0.68,47.7,10.282,OVERLOAD
2670.0,14.94,11.491,0.71,46.5,10.607,OVERLOAD
2672.0,15.19,11.474,0.74,47.8,11.241,OVERLOAD
2674.0,14.61,11.365,0.7,48.5,10.227,OVERLOAD
2676.0,15.36,11.959,0.73,47.5,11.213,OVERLOAD
2678.0,14.74,11.383,0.68,46.4,10.023,OVERLOAD
2680.0,15.28,11.687,0.7,48.1,10.696,OVERLOAD
2682.0,15.23,11.725,0.66,49.2,10.052,OVERLOAD
2684.0,15.13,11.559,0.74,46.9,11.196,OVERLOAD
2686.0,14.92,11.627,0.7,48.4,10.444,OVERLOAD
2688.0,16.19,12.371,0.64,48.5,10.362,OVERLOAD
2690.0,15.1,11.866,0.68,47.2,10.268,OVERLOAD
2692.0,15.59,11.834,0.7,49.2,10.913,OVERLOAD
2694.0,14.84,11.504,0.64,47.4,9.498,OVERLOAD
2696.0,15.34,11.934,0.7,46.8,10.738,OVERLOAD
2698.0,15.38,11.904,0.72,46.4,11.074,OVERLOAD
2700.0,14.89,11.531,0.69,48.5,10.274,OVERLOAD
2702.0,15.01,11.739,0.7,46.7,10.507,OVERLOAD
2704.0,15.23,11.699,0.73,47.5,11.118,OVERLOAD
2706.0,18.491,14.158,0.72,47.4,13.314,OVERLOAD
2708.0,15.17,11.58,0.444,47.5,6.73,OVERLOAD
2710.0,15.31,11.807,0.67,48.8,10.258,OVERLOAD
2712.0,15.24,11.766,0.72,48.8,10.973,OVERLOAD
2714.0,15.03,11.548,0.65,47.4,9.77,OVERLOAD
2716.0,15.34,11.766,0.69,48.6,10.585,OVERLOAD
2718.0,15.28,11.789,0.73,48.3,11.154,OVERLOAD
2720.0,15.09,11.599,0.68,47.3,10.261,BORDERLINE_OVERTEMP
2722.0,15.56,12.206,0.69,46.8,10.736,OVERLOAD
2724.0,15.41,11.901,0.66,47.6,10.171,OVERLOAD
2726.0,15.89,12.399,0.67,48.8,10.646,OVERLOAD
2728.0,15.08,11.631,0.69,47.1,10.405,OVERLOAD
2730.0,15.29,11.715,0.72,48.9,11.009,OVERLOAD
2732.0,14.62,11.358,0.7,48.3,10.234,OVERLOAD
2734.0,15.19,11.777,0.7,49.3,10.633,OVERLOAD
2736.0,15.17,11.91,0.69,47.9,10.467,OVERLOAD
2738.0,15.24,11.897,0.7,47.6,10.668,OVERLOAD
2740.0,15.97,12.289,0.71,48.1,11.339,OVERLOAD
2742.0,14.48,11.279,0.72,48.1,10.426,OVERLOAD
2744.0,15.06,11.76,0.69,47.6,10.391,OVERLOAD
2746.0,15.17,11.569,0.75,48.4,11.377,OVERLOAD
2748.0,15.26,11.971,0.68,46.1,10.377,OVERLOAD
2750.0,15.54,11.815,0.71,48.1,11.033,OVERLOAD
2752.0,15.13,11.394,0.72,47.1,10.894,OVERLOAD
2754.0,15.22,11.84,0.7,48.1,10.654,OVERLOAD
2756.0,15.52,11.784,0.71,49.0,11.019,OVERLOAD
2758.0,15.47,11.751,0.72,46.9,11.138,OVERLOAD
2760.0,15.04,11.555,0.68,48.7,10.227,OVERLOAD
2762.0,15.01,11.607,0.68,49.0,10.207,OVERLOAD
2764.0,15.24,11.68,0.7,49.1,10.668,OVERLOAD
2766.0,15.75,12.432,0.71,47.9,11.182,OVERLOAD
2768.0,14.94,11.666,0.69,46.9,10.309,OVERLOAD
2770.0,15.88,12.197,0.74,49.1,11.751,OVERLOAD
2772.0,15.17,11.773,0.66,49.8,10.012,OVERLOAD
2774.0,15.13,11.738,0.73,47.2,11.045,OVERLOAD
2776.0,15.24,11.597,0.72,47.9,10.973,OVERLOAD
2778.0,15.33,11.923,0.73,48.0,11.191,OVERLOAD
2780.0,14.94,11.642,0.7,47.5,10.458,OVERLOAD
2782.0,15.31,11.899,0.72,48.9,11.023,OVERLOAD
2784.0,15.39,11.811,0.67,48.0,10.311,OVERLOAD
2786.0,15.18,11.496,0.69,47.2,10.474,OVERLOAD
2788.0,15.07,11.65,0.71,46.8,10.7,OVERLOAD
2790.0,15.95,12.318,0.73,49.4,11.643,OVERLOAD
2792.0,15.7,11.762,0.68,47.4,10.676,OVERLOAD
2794.0,15.71,12.07,0.74,47.5,11.625,OVERLOAD
2796.0,15.04,11.424,0.71,49.0,10.678,OVERLOAD
2798.0,15.44,11.964,0.69,48.1,10.654,OVERLOAD
2800.0,15.24,11.882,0.7,47.8,10.668,OVERLOAD
2802.0,15.44,11.864,0.71,46.9,10.962,OVERLOAD
2804.0,15.61,12.242,0.7,48.6,10.927,OVERLOAD
2806.0,15.66,11.757,0.7,47.6,10.962,OVERLOAD
2808.0,15.24,11.75,0.69,48.3,10.516,OVERLOAD
2810.0,15.19,11.789,0.65,47.2,9.873,OVERLOAD
2812.0,15.89,12.344,0.7,48.3,11.123,OVERLOAD
2814.0,15.02,11.713,0.71,47.4,10.664,OVERLOAD
2816.0,15.35,11.93,0.71,47.3,10.898,OVERLOAD
2818.0,16.02,12.348,0.67,47.7,10.733,OVERLOAD
2820.0,15.043,11.787,0.69,45.6,10.38,OVERLOAD
2822.0,15.56,12.182,0.65,47.5,10.114,OVERVOLTAGE
2824.0,15.8,12.174,0.72,47.8,11.376,OVERLOAD
2826.0,15.25,11.68,0.73,47.2,11.133,BORDERLINE_OVERTEMP
2828.0,15.65,11.977,0.7,49.2,10.955,OVERLOAD
2830.0,15.28,11.622,0.68,48.0,10.39,OVERLOAD
2832.0,15.13,11.774,0.66,48.6,9.986,OVERLOAD
2834.0,14.7,11.391,0.74,50.2,10.878,OVERLOAD
2836.0,15.08,11.657,0.77,46.9,11.612,OVERLOAD
2838.0,15.36,11.794,0.74,48.3,11.366,OVERLOAD
2840.0,14.97,11.583,0.69,47.1,10.329,OVERLOAD
2842.0,15.11,11.618,0.66,49.1,9.973,OVERLOAD
2844.0,14.86,11.298,0.7,48.1,10.402,OVERLOAD
2846.0,15.41,11.951,0.67,49.5,10.325,OVERLOAD
2848.0,15.16,11.783,0.68,47.9,10.309,OVERLOAD
2850.0,15.29,11.732,0.69,48.1,10.55,OVERLOAD
2852.0,15.18,11.761,0.65,48.8,9.867,OVERLOAD
2854.0,15.03,11.499,0.75,48.1,11.272,OVERLOAD
2856.0,15.59,11.964,0.71,48.3,11.069,OVERLOAD
2858.0,15.46,11.696,0.69,48.5,10.667,OVERLOAD
2860.0,15.15,11.634,0.75,47.3,11.363,OVERLOAD
2862.0,15.15,11.677,0.67,46.1,10.151,OVERLOAD
2864.0,15.35,11.851,0.7,47.9,10.745,OVERLOAD
2866.0,15.65,12.024,0.7,47.5,10.955,OVERLOAD
2868.0,15.5,11.964,0.74,47.5,11.47,OVERLOAD
2870.0,15.42,11.721,0.67,48.0,10.331,OVERLOAD
2872.0,14.69,11.402,0.71,47.7,10.43,OVERLOAD
2874.0,15.29,11.658,0.67,48.0,10.244,OVERLOAD
2876.0,15.78,12.023,0.66,47.8,10.415,OVERLOAD
2878.0,15.5,12.054,0.69,47.6,10.695,OVERLOAD
2880.0,15.31,11.652,0.71,47.2,10.87,OVERLOAD
2882.0,15.34,11.829,0.69,48.5,10.585,OVERLOAD
2884.0,15.37,11.84,0.66,49.6,10.144,OVERLOAD
2886.0,15.54,11.824,0.68,48.3,10.567,OVERLOAD
2888.0,15.46,12.007,0.69,48.0,10.667,OVERLOAD
2890.0,14.88,11.755,0.68,48.4,10.118,OVERLOAD
2892.0,15.25,12.004,0.72,47.9,10.98,OVERLOAD
2894.0,14.7,11.101,0.7,46.6,10.29,OVERLOAD
2896.0,15.4,11.869,0.7,47.8,10.78,OVERLOAD
2898.0,16.37,12.486,0.69,48.4,11.295,BORDERLINE_OVERTEMP
2900.0,15.4,12.097,0.69,47.6,10.626,OVERLOAD
2902.0,15.71,12.057,0.7,46.0,10.997,OVERLOAD
2904.0,16.23,12.648,0.69,49.0,11.199,OVERLOAD
2906.0,15.38,11.948,0.68,45.9,10.458,OVERLOAD
2908.0,15.02,11.582,0.7,46.9,10.514,OVERLOAD
2910.0,15.31,11.959,0.71,47.0,10.87,OVERLOAD
2912.0,15.09,11.666,0.66,47.9,9.959,OVERLOAD
2914.0,15.36,11.839,0.74,47.8,11.366,OVERLOAD
2916.0,14.92,11.493,0.72,48.2,10.742,OVERLOAD
2918.0,14.64,11.277,0.74,46.9,10.834,OVERLOAD
2920.0,15.42,11.643,0.67,46.7,10.331,OVERLOAD
2922.0,15.55,11.868,0.69,50.5,10.729,OVERTEMP
2924.0,14.98,11.53,0.69,48.2,10.336,OVERLOAD
2926.0,15.51,11.744,0.67,46.8,10.392,OVERLOAD
2928.0,14.53,11.195,0.69,47.7,10.026,OVERLOAD
2930.0,15.73,11.897,0.73,47.7,11.483,OVERLOAD
2932.0,15.1,11.588,0.68,47.4,10.268,OVERLOAD
2934.0,15.08,11.679,0.69,47.5,10.405,OVERLOAD
2936.0,15.42,11.779,0.68,49.1,10.486,OVERLOAD
2938.0,14.74,11.451,0.71,47.3,10.465,OVERLOAD
2940.0,14.47,11.055,0.74,48.6,10.708,OVERLOAD
2942.0,14.79,11.354,0.74,47.4,10.945,OVERLOAD
2944.0,14.52,11.339,0.69,47.8,10.019,OVERLOAD
2946.0,14.82,11.586,0.66,48.4,9.781,OVERLOAD
2948.0,14.76,11.553,0.73,48.0,10.775,OVERLOAD
2950.0,15.28,11.921,0.63,47.9,9.626,OVERLOAD
2952.0,14.99,11.255,0.69,47.8,10.343,OVERLOAD
2954.0,15.88,12.21,0.68,48.4,10.798,OVERLOAD
2956.0,15.73,12.006,0.71,47.8,11.168,OVERLOAD
2958.0,15.57,11.87,0.65,48.6,10.12,OVERLOAD
2960.0,15.73,12.125,0.7,48.6,11.011,OVERLOAD
2962.0,14.7,11.405,0.68,48.6,9.996,OVERLOAD
2964.0,15.71,12.004,0.71,47.2,11.154,OVERLOAD
2966.0,15.34,11.891,0.64,49.4,9.818,OVERLOAD
2968.0,15.72,12.378,0.66,49.1,10.375,OVERLOAD
2970.0,14.85,11.315,0.72,48.0,10.692,OVERLOAD
2972.0,15.47,12.07,0.72,47.5,11.138,OVERLOAD
2974.0,14.73,11.41,0.66,48.1,9.722,OVERLOAD
2976.0,15.05,11.733,0.72,48.5,10.836,OVERLOAD
2978.0,15.26,12.024,0.72,47.6,10.987,OVERLOAD
2980.0,15.02,11.453,0.76,48.0,11.415,OVERLOAD
2982.0,15.77,12.291,0.7,48.7,11.039,OVERLOAD
2984.0,15.42,11.895,0.68,48.8,10.486,OVERLOAD
2986.0,15.54,11.904,0.64,48.4,9.946,OVERLOAD
2988.0,15.87,12.273,0.72,48.2,11.426,OVERLOAD
2990.0,14.96,11.615,0.74,49.7,11.07,OVERLOAD
2992.0,15.85,12.204,0.69,47.3,10.936,OVERLOAD
2994.0,15.45,11.953,0.69,48.5,10.66,OVERLOAD
2996.0,14.96,11.59,0.71,48.7,10.622,OVERLOAD
2998.0,15.7,11.952,0.67,48.4,10.519,OVERLOAD
3000.0,15.07,11.584,0.64,46.5,9.645,NORMAL
3002.0,15.31,11.63,0.63,45.9,9.645,NORMAL
3004.0,15.64,12.105,0.57,45.3,8.915,NORMAL
3006.0,19.442,14.613,0.56,44.8,10.887,NORMAL
3008.0,15.93,12.374,0.52,43.8,8.284,NORMAL
3010.0,15.5,11.919,0.49,44.6,7.595,NORMAL
3012.0,15.38,11.688,0.47,43.3,7.229,NORMAL
3014.0,15.01,11.556,0.44,41.5,6.604,NORMAL
3016.0,15.6,12.031,0.41,41.2,6.396,NORMAL
3018.0,15.7,12.192,0.39,41.9,6.123,NORMAL
3020.0,15.73,12.071,0.4,42.2,6.292,OVERVOLTAGE
3022.0,15.54,12.164,0.37,40.8,5.75,NORMAL
3024.0,15.21,11.867,0.36,41.2,5.476,NORMAL
3026.0,15.45,12.095,0.36,40.5,5.562,NORMAL
3028.0,15.56,12.066,0.35,41.3,5.446,NORMAL
3030.0,15.56,12.281,0.34,39.7,5.29,NORMAL
3032.0,15.59,12.147,0.32,39.3,4.989,NORMAL
3034.0,15.76,11.953,0.31,39.8,4.886,NORMAL
3036.0,15.6,11.93,0.31,40.2,4.836,NORMAL
3038.0,15.27,11.947,0.3,38.6,4.581,NORMAL
3040.0,15.93,12.272,0.3,39.7,4.779,NORMAL
3042.0,15.55,11.802,0.29,38.8,4.51,NORMAL
3044.0,15.64,12.062,0.29,39.2,4.536,NORMAL
3046.0,15.54,12.069,0.28,38.8,4.351,NORMAL
3048.0,15.31,11.733,0.28,38.8,4.287,NORMAL
3050.0,15.44,11.951,0.28,38.1,4.323,NORMAL
3052.0,15.37,11.758,0.28,39.7,4.304,NORMAL
3054.0,15.71,11.947,0.27,39.0,4.242,NORMAL
3056.0,15.7,11.969,0.27,38.4,4.239,NORMAL
3058.0,15.78,12.108,0.26,38.7,4.103,NORMAL
3060.0,15.56,12.02,0.27,38.0,4.201,NORMAL
3062.0,15.95,12.454,0.26,38.9,4.147,NORMAL
3064.0,15.4,11.816,0.25,38.4,3.85,NORMAL
3066.0,16.03,12.185,0.26,37.9,4.168,NORMAL
3068.0,15.85,12.316,0.26,38.3,4.121,NORMAL
3070.0,15.48,12.019,0.26,38.2,4.025,NORMAL
3072.0,15.73,12.07,0.26,38.2,4.09,NORMAL
3074.0,15.25,11.671,0.26,39.0,3.965,NORMAL
3076.0,15.41,11.942,0.25,38.5,3.853,NORMAL
3078.0,15.56,11.807,0.25,38.2,3.89,NORMAL
3080.0,15.63,11.859,0.26,37.6,4.064,NORMAL
3082.0,15.97,12.265,0.25,38.6,3.993,NORMAL
3084.0,15.56,12.01,0.26,37.7,4.046,NORMAL
3086.0,15.51,11.927,0.25,38.3,3.877,NORMAL
3088.0,15.56,12.099,0.25,38.8,3.89,NORMAL
3090.0,15.82,12.416,0.25,37.3,3.955,NORMAL
3092.0,15.58,12.149,0.25,38.3,3.895,NORMAL
3094.0,15.59,11.886,0.26,38.6,4.053,NORMAL
3096.0,15.44,11.892,0.26,36.8,4.014,NORMAL
3098.0,15.26,11.74,0.25,37.9,3.815,NORMAL
3100.0,15.47,12.153,0.25,39.1,3.868,NORMAL
3102.0,15.33,11.847,0.26,37.9,3.986,NORMAL
3104.0,15.58,12.024,0.25,38.5,3.895,NORMAL
3106.0,15.49,11.749,0.24,37.6,3.718,NORMAL
